Serial_Number,Serial Number,MQ2,MQ3,MQ5,MQ6,MQ7,MQ8,MQ135,Gas,Corresponding Image Name
4931,1410,759,416,364,367,598,637,353,Smoke,1410_Smoke
4932,1087,753,530,393,392,521,558,479,Perfume,1087_Perfume
4933,1164,809,527,533,510,696,785,583,Perfume,1164_Perfume
4934,307,678,525,400,387,634,578,434,Perfume,307_Perfume
4935,439,789,528,481,459,671,690,486,Perfume,439_Perfume
4936,365,709,527,409,396,631,586,437,Perfume,365_Perfume
4937,371,706,434,466,427,530,392,435,Mixture,371_Mixture
4938,148,647,525,406,391,632,563,424,Perfume,148_Perfume
4939,857,703,364,398,402,574,646,360,Smoke,857_Smoke
4940,547,511,418,370,343,398,259,380,Mixture,547_Mixture
4941,88,569,405,395,363,443,291,380,Mixture,88_Mixture
4942,763,588,356,317,357,577,564,290,Smoke,763_Smoke
4943,151,539,357,357,393,583,572,302,Smoke,151_Smoke
4944,1059,786,531,468,450,593,636,486,NoGas,1059_NoGas
4945,83,522,364,359,393,576,562,296,Smoke,83_Smoke
4946,185,514,348,346,373,566,547,284,Smoke,185_Smoke
4947,526,725,528,396,386,600,564,433,Perfume,526_Perfume
4948,897,592,369,313,351,580,591,311,Smoke,897_Smoke
4949,1118,751,538,400,400,535,576,465,NoGas,1118_NoGas
4950,713,766,530,443,448,619,692,475,NoGas,713_NoGas
4951,34,726,517,461,456,682,726,482,Perfume,34_Perfume
4952,300,549,348,337,375,571,556,282,Smoke,300_Smoke
4953,1537,676,524,400,386,633,574,433,Perfume,1537_Perfume
4954,1458,642,439,441,404,487,327,437,Mixture,1458_Mixture
4955,558,773,530,461,474,668,748,508,NoGas,558_NoGas
4956,1105,747,532,386,379,513,526,472,Perfume,1105_Perfume
4957,1049,745,531,395,390,532,553,457,NoGas,1049_NoGas
4958,789,737,529,391,386,557,557,453,Perfume,789_Perfume
4959,374,747,530,419,424,633,650,457,NoGas,374_NoGas
4960,1577,751,525,439,440,655,676,462,Perfume,1577_Perfume
4961,648,787,532,491,484,683,738,504,Perfume,648_Perfume
4962,109,512,393,362,330,400,237,348,Mixture,109_Mixture
4963,1207,758,535,406,403,533,580,470,NoGas,1207_NoGas
4964,476,688,436,463,429,555,429,442,Mixture,476_Mixture
4965,1320,524,417,366,345,373,249,367,Mixture,1320_Mixture
4966,866,765,531,416,420,579,631,475,NoGas,866_NoGas
4967,1075,809,528,523,513,690,758,543,Perfume,1075_Perfume
4968,476,777,529,452,439,645,612,461,NoGas,476_NoGas
4969,901,632,409,440,421,575,558,454,Mixture,901_Mixture
4970,1088,753,529,392,390,520,556,478,Perfume,1088_Perfume
4971,721,737,529,393,393,567,575,443,Perfume,721_Perfume
4972,1164,591,442,409,394,494,351,444,Mixture,1164_Mixture
4973,606,796,530,505,500,694,771,532,Perfume,606_Perfume
4974,1094,753,530,391,387,517,545,476,Perfume,1094_Perfume
4975,650,508,404,364,340,407,275,386,Mixture,650_Mixture
4976,860,559,416,382,355,402,280,398,Mixture,860_Mixture
4977,138,683,414,452,414,533,371,407,Mixture,138_Mixture
4978,1380,692,408,427,391,508,304,383,Mixture,1380_Mixture
4979,370,573,352,339,376,570,564,284,Smoke,370_Smoke
4980,755,797,533,514,506,693,753,517,Perfume,755_Perfume
4981,845,740,530,389,390,546,540,453,Perfume,845_Perfume
4982,1157,627,448,431,404,481,350,436,Mixture,1157_Mixture
4983,497,795,530,499,480,676,714,477,Perfume,497_Perfume
4984,158,700,521,420,415,648,651,452,NoGas,158_NoGas
4985,477,562,352,337,369,575,560,284,Smoke,477_Smoke
4986,1324,716,531,368,353,468,440,474,Perfume,1324_Perfume
4987,638,588,352,344,377,563,565,284,Smoke,638_Smoke
4988,91,567,403,387,355,432,275,370,Mixture,91_Mixture
4989,1026,682,443,471,422,498,358,438,Mixture,1026_Mixture
4990,166,698,526,452,449,657,648,479,Perfume,166_Perfume
4991,1093,536,422,373,348,381,258,383,Mixture,1093_Mixture
4992,893,513,408,362,337,376,250,384,Mixture,893_Mixture
4993,625,757,531,434,446,626,701,479,NoGas,625_NoGas
4994,460,738,530,406,404,609,597,442,NoGas,460_NoGas
4995,1422,766,420,384,383,597,655,360,Smoke,1422_Smoke
4996,1288,743,399,353,365,584,640,361,Smoke,1288_Smoke
4997,737,630,412,433,401,542,359,430,Mixture,737_Mixture
4998,1340,792,531,465,457,592,691,510,NoGas,1340_NoGas
4999,798,564,352,313,355,576,555,285,Smoke,798_Smoke
5000,510,692,443,469,428,549,384,447,Mixture,510_Mixture
5001,51,504,399,360,324,392,233,328,Mixture,51_Mixture
5002,1022,653,364,334,363,581,590,302,Smoke,1022_Smoke
5003,1386,805,530,531,506,626,759,581,Perfume,1386_Perfume
5004,475,720,529,395,389,615,574,438,Perfume,475_Perfume
5005,1173,788,527,471,455,588,692,506,NoGas,1173_NoGas
5006,782,677,418,425,391,488,331,424,Mixture,782_Mixture
5007,395,736,529,405,406,624,619,450,NoGas,395_NoGas
5008,615,664,354,345,372,570,547,281,Smoke,615_Smoke
5009,1378,756,531,399,396,521,563,470,NoGas,1378_NoGas
5010,605,532,346,323,366,573,547,283,Smoke,605_Smoke
5011,1301,566,423,383,358,399,265,382,Mixture,1301_Mixture
5012,243,595,396,396,360,470,278,389,Mixture,243_Mixture
5013,1318,718,535,369,356,466,445,476,Perfume,1318_Perfume
5014,846,581,418,383,355,408,268,393,Mixture,846_Mixture
5015,267,718,527,411,406,637,618,443,NoGas,267_NoGas
5016,358,710,527,409,399,632,596,438,Perfume,358_Perfume
5017,1323,717,533,368,355,467,441,474,Perfume,1323_Perfume
5018,928,769,530,436,433,579,670,487,NoGas,928_NoGas
5019,733,732,531,387,386,567,561,444,Perfume,733_Perfume
5020,233,757,527,444,447,663,697,468,NoGas,233_NoGas
5021,265,743,526,452,454,672,718,482,Perfume,265_Perfume
5022,1475,732,417,349,356,599,620,344,Smoke,1475_Smoke
5023,1075,794,533,489,471,646,713,506,NoGas,1075_NoGas
5024,1481,754,419,361,361,601,623,346,Smoke,1481_Smoke
5025,114,503,392,359,326,393,233,345,Mixture,114_Mixture
5026,94,674,524,425,428,645,656,449,NoGas,94_NoGas
5027,1085,605,381,308,348,586,581,308,Smoke,1085_Smoke
5028,396,552,351,334,373,568,553,280,Smoke,396_Smoke
5029,1436,754,422,352,365,597,642,354,Smoke,1436_Smoke
5030,557,776,528,465,478,673,752,511,NoGas,557_NoGas
5031,1505,760,418,330,343,591,615,337,Smoke,1505_Smoke
5032,419,764,530,444,451,652,711,474,NoGas,419_NoGas
5033,106,599,359,399,410,575,576,297,Smoke,106_Smoke
5034,1566,758,441,344,356,591,630,346,Smoke,1566_Smoke
5035,257,749,525,475,471,685,747,506,Perfume,257_Perfume
5036,284,768,528,462,467,667,723,483,NoGas,284_NoGas
5037,832,790,530,480,466,675,714,500,NoGas,832_NoGas
5038,1500,783,410,349,355,595,625,344,Smoke,1500_Smoke
5039,1158,743,532,388,380,520,529,496,Perfume,1158_Perfume
5040,898,744,530,394,390,532,551,456,Perfume,898_Perfume
5041,1151,633,455,445,416,502,376,438,Mixture,1151_Mixture
5042,603,739,530,404,406,595,607,454,NoGas,603_NoGas
5043,421,728,529,403,393,626,585,439,Perfume,421_Perfume
5044,647,731,529,402,410,587,623,455,NoGas,647_NoGas
5045,986,739,531,383,376,506,511,453,Perfume,986_Perfume
5046,1407,797,532,493,473,656,705,511,NoGas,1407_NoGas
5047,161,677,414,442,409,527,352,417,Mixture,161_Mixture
5048,1493,655,439,445,403,472,314,422,Mixture,1493_Mixture
5049,682,681,446,469,424,650,598,452,Mixture,682_Mixture
5050,603,532,346,323,366,573,548,283,Smoke,603_Smoke
5051,154,646,415,440,408,520,351,413,Mixture,154_Mixture
5052,1551,801,529,482,457,575,718,553,NoGas,1551_NoGas
5053,264,740,525,451,453,674,721,483,Perfume,264_Perfume
5054,1270,768,531,419,420,556,641,488,NoGas,1270_NoGas
5055,1154,609,395,314,353,592,582,323,Smoke,1154_Smoke
5056,1011,586,361,305,346,581,566,295,Smoke,1011_Smoke
5057,330,534,344,334,374,571,551,280,Smoke,330_Smoke
5058,708,776,528,458,459,640,711,485,NoGas,708_NoGas
5059,416,724,529,403,395,627,592,442,Perfume,416_Perfume
5060,380,562,350,336,374,564,555,280,Smoke,380_Smoke
5061,1220,541,417,369,346,409,273,389,Mixture,1220_Mixture
5062,1268,628,443,439,399,464,380,441,Mixture,1268_Mixture
5063,929,767,530,433,432,577,666,486,NoGas,929_NoGas
5064,875,626,368,330,361,575,607,320,Smoke,875_Smoke
5065,1100,763,534,414,414,549,620,473,NoGas,1100_NoGas
5066,1353,774,533,428,425,553,636,491,NoGas,1353_NoGas
5067,1427,767,421,375,379,597,651,358,Smoke,1427_Smoke
5068,325,741,529,419,417,639,633,452,NoGas,325_NoGas
5069,548,782,527,464,448,651,611,459,NoGas,548_NoGas
5070,288,687,525,405,399,636,602,440,Perfume,288_Perfume
5071,295,752,528,437,445,658,700,472,NoGas,295_NoGas
5072,298,749,528,438,441,652,688,467,NoGas,298_NoGas
5073,734,749,529,410,417,591,635,460,NoGas,734_NoGas
5074,1330,801,533,499,473,645,712,513,NoGas,1330_NoGas
5075,1396,793,532,468,450,577,606,483,NoGas,1396_NoGas
5076,334,738,530,415,410,640,624,453,NoGas,334_NoGas
5077,1528,603,436,417,381,428,283,404,Mixture,1528_Mixture
5078,277,587,414,406,381,467,315,399,Mixture,277_Mixture
5079,1474,731,416,338,350,597,616,340,Smoke,1474_Smoke
5080,1575,622,429,445,399,465,309,425,Mixture,1575_Mixture
5081,1360,775,413,386,385,589,661,372,Smoke,1360_Smoke
5082,811,800,531,518,507,694,755,527,Perfume,811_Perfume
5083,216,662,523,401,388,638,582,437,Perfume,216_Perfume
5084,1160,747,535,387,377,520,525,496,Perfume,1160_Perfume
5085,557,574,346,331,369,574,560,293,Smoke,557_Smoke
5086,1568,597,426,418,391,468,317,433,Mixture,1568_Mixture
5087,849,681,354,376,391,575,627,347,Smoke,849_Smoke
5088,1545,753,433,351,358,593,624,340,Smoke,1545_Smoke
5089,1082,779,534,450,444,597,684,495,NoGas,1082_NoGas
5090,356,712,526,411,400,632,598,439,Perfume,356_Perfume
5091,1257,637,425,447,412,556,453,450,Mixture,1257_Mixture
5092,507,526,352,326,367,573,547,279,Smoke,507_Smoke
5093,1000,806,534,515,501,690,748,529,Perfume,1000_Perfume
5094,635,596,354,353,381,574,569,284,Smoke,635_Smoke
5095,255,763,526,484,478,689,753,514,Perfume,255_Perfume
5096,263,628,346,358,385,572,568,285,Smoke,263_Smoke
5097,919,576,370,310,349,581,582,303,Smoke,919_Smoke
5098,1266,771,533,424,427,564,656,493,NoGas,1266_NoGas
5099,731,671,356,348,374,574,584,299,Smoke,731_Smoke
5100,992,792,530,480,465,652,697,497,NoGas,992_NoGas
5101,1309,661,397,299,335,586,596,330,Smoke,1309_Smoke
5102,350,630,350,374,395,566,579,288,Smoke,350_Smoke
5103,878,508,409,359,334,368,251,375,Mixture,878_Mixture
5104,946,756,529,410,409,552,610,472,NoGas,946_NoGas
5105,220,691,526,409,404,638,615,443,NoGas,220_NoGas
5106,1398,792,531,474,455,597,639,488,NoGas,1398_NoGas
5107,328,517,387,356,327,409,233,356,Mixture,328_Mixture
5108,289,686,527,407,398,636,601,439,Perfume,289_Perfume
5109,334,784,528,489,488,690,751,506,Perfume,334_Perfume
5110,1563,778,528,475,480,686,746,499,Perfume,1563_Perfume
5111,862,766,531,420,424,579,637,475,NoGas,862_NoGas
5112,676,717,528,386,387,572,563,442,NoGas,676_NoGas
5113,1027,665,370,342,365,581,621,329,Smoke,1027_Smoke
5114,723,560,405,365,341,453,269,385,Mixture,723_Mixture
5115,1140,659,388,321,354,584,598,322,Smoke,1140_Smoke
5116,1245,803,532,514,493,683,738,519,NoGas,1245_NoGas
5117,731,732,534,389,386,568,564,444,Perfume,731_Perfume
5118,916,790,528,480,468,637,720,509,NoGas,916_NoGas
5119,546,600,347,340,374,574,566,297,Smoke,546_Smoke
5120,928,798,532,507,489,683,740,524,Perfume,928_Perfume
5121,1073,808,531,528,516,690,753,538,Perfume,1073_Perfume
5122,232,757,526,444,448,664,700,469,NoGas,232_NoGas
5123,1125,809,532,533,519,689,765,557,Perfume,1125_Perfume
5124,146,543,358,357,393,583,573,302,Smoke,146_Smoke
5125,399,796,528,496,493,684,746,508,Perfume,399_Perfume
5126,942,566,367,308,349,580,573,299,Smoke,942_Smoke
5127,460,570,407,377,349,418,258,375,Mixture,460_Mixture
5128,208,507,392,361,330,402,236,359,Mixture,208_Mixture
5129,708,510,410,359,336,444,282,397,Mixture,708_Mixture
5130,608,735,530,399,400,593,597,453,NoGas,608_NoGas
5131,219,654,524,400,386,637,578,436,Perfume,219_Perfume
5132,759,593,351,317,357,576,566,290,Smoke,759_Smoke
5133,586,748,529,412,420,602,647,464,NoGas,586_NoGas
5134,1040,750,532,399,397,537,570,461,NoGas,1040_NoGas
5135,571,666,411,427,406,557,389,441,Mixture,571_Mixture
5136,1182,732,527,380,368,499,488,485,Perfume,1182_Perfume
5137,1587,684,428,298,333,591,597,335,Smoke,1587_Smoke
5138,1163,807,525,530,506,692,784,582,Perfume,1163_Perfume
5139,954,506,411,363,340,372,264,385,Mixture,954_Mixture
5140,24,800,521,508,481,686,746,505,Perfume,24_Perfume
5141,240,533,348,337,373,562,545,278,Smoke,240_Smoke
5142,605,796,530,507,501,694,771,531,Perfume,605_Perfume
5143,742,622,353,326,363,576,574,295,Smoke,742_Smoke
5144,1226,729,517,378,366,486,475,483,Perfume,1226_Perfume
5145,1032,720,378,361,374,581,620,326,Smoke,1032_Smoke
5146,422,761,532,436,445,645,700,470,NoGas,422_NoGas
5147,1332,711,532,365,351,464,433,470,Perfume,1332_Perfume
5148,149,690,520,422,424,646,665,455,NoGas,149_NoGas
5149,246,784,526,503,493,691,760,530,Perfume,246_Perfume
5150,852,699,357,407,403,575,634,338,Smoke,852_Smoke
5151,209,512,392,361,330,405,236,358,Mixture,209_Mixture
5152,1216,721,411,352,372,595,637,345,Smoke,1216_Smoke
5153,426,756,530,427,437,638,686,466,NoGas,426_NoGas
5154,130,723,400,447,413,611,382,417,Mixture,130_Mixture
5155,926,796,531,509,489,683,736,523,Perfume,926_Perfume
5156,747,605,417,434,400,516,356,437,Mixture,747_Mixture
5157,1021,741,534,386,378,519,529,462,Perfume,1021_Perfume
5158,1369,515,403,357,335,377,242,352,Mixture,1369_Mixture
5159,1306,790,531,447,433,572,590,482,NoGas,1306_NoGas
5160,242,778,524,489,479,689,753,529,Perfume,242_Perfume
5161,47,564,516,371,332,640,428,398,NoGas,47_NoGas
5162,1167,609,401,319,358,598,583,328,Smoke,1167_Smoke
5163,551,790,530,488,476,680,723,499,Perfume,551_Perfume
5164,25,638,418,426,392,496,339,386,Mixture,25_Mixture
5165,514,526,348,326,367,570,544,277,Smoke,514_Smoke
5166,1418,750,521,473,469,686,749,506,Perfume,1418_Perfume
5167,1073,609,376,309,349,586,583,309,Smoke,1073_Smoke
5168,7,556,515,375,337,665,450,416,NoGas,7_NoGas
5169,1531,686,405,300,334,592,591,332,Smoke,1531_Smoke
5170,226,774,525,484,461,662,667,470,NoGas,226_NoGas
5171,683,701,527,376,371,566,527,433,Perfume,683_Perfume
5172,1499,790,424,365,372,605,634,356,Smoke,1499_Smoke
5173,1145,751,531,395,387,527,550,502,Perfume,1145_Perfume
5174,1307,791,535,452,442,580,611,486,NoGas,1307_NoGas
5175,680,711,523,382,382,571,557,441,NoGas,680_NoGas
5176,153,643,415,443,411,524,356,414,Mixture,153_Mixture
5177,1407,757,521,499,483,689,755,520,Perfume,1407_Perfume
5178,80,522,361,357,391,575,561,294,Smoke,80_Smoke
5179,794,739,530,389,385,557,551,451,Perfume,794_Perfume
5180,1594,682,428,299,333,592,596,335,Smoke,1594_Smoke
5181,950,510,413,368,344,377,269,389,Mixture,950_Mixture
5182,388,743,529,410,411,626,628,452,NoGas,388_NoGas
5183,978,585,406,375,348,408,263,382,Mixture,978_Mixture
5184,1450,694,419,306,338,600,607,341,Smoke,1450_Smoke
5185,911,597,427,440,405,478,427,440,Mixture,911_Mixture
5186,395,799,527,507,498,685,747,516,Perfume,395_Perfume
5187,1284,560,435,386,363,400,278,393,Mixture,1284_Mixture
5188,692,532,348,316,361,575,551,281,Smoke,692_Smoke
5189,192,512,345,346,373,567,547,284,Smoke,192_Smoke
5190,406,549,351,333,372,572,553,279,Smoke,406_Smoke
5191,1501,777,416,344,352,592,623,340,Smoke,1501_Smoke
5192,117,617,359,377,403,577,578,298,Smoke,117_Smoke
5193,229,760,527,450,453,668,708,472,NoGas,229_NoGas
5194,1120,685,389,395,380,585,609,330,Smoke,1120_Smoke
5195,927,646,423,439,400,465,342,428,Mixture,927_Mixture
5196,363,602,425,435,409,521,370,425,Mixture,363_Mixture
5197,793,566,362,314,355,576,556,286,Smoke,793_Smoke
5198,1513,696,416,302,335,593,594,334,Smoke,1513_Smoke
5199,510,527,351,325,368,569,543,278,Smoke,510_Smoke
5200,1255,784,533,449,448,602,703,509,NoGas,1255_NoGas
5201,44,517,345,371,394,574,562,292,Smoke,44_Smoke
5202,1511,753,439,343,363,607,626,360,Smoke,1511_Smoke
5203,151,672,416,449,414,545,359,415,Mixture,151_Mixture
5204,1125,743,538,396,393,524,553,455,NoGas,1125_NoGas
5205,1064,793,532,487,462,643,684,499,NoGas,1064_NoGas
5206,730,679,361,352,376,574,586,300,Smoke,730_Smoke
5207,504,746,528,412,418,617,651,459,NoGas,504_NoGas
5208,815,677,445,462,416,484,368,446,Mixture,815_Mixture
5209,1204,758,536,410,406,538,587,472,NoGas,1204_NoGas
5210,636,594,356,350,380,560,567,285,Smoke,636_Smoke
5211,726,735,530,391,389,569,570,445,Perfume,726_Perfume
5212,1289,804,530,507,494,605,742,561,Perfume,1289_Perfume
5213,65,707,407,436,401,556,344,397,Mixture,65_Mixture
5214,827,791,531,472,458,658,679,489,NoGas,827_NoGas
5215,1161,805,529,526,503,683,786,580,Perfume,1161_Perfume
5216,139,688,414,449,413,530,364,407,Mixture,139_Mixture
5217,1078,607,375,309,348,586,583,309,Smoke,1078_Smoke
5218,891,514,408,359,336,378,255,374,Mixture,891_Mixture
5219,1171,632,441,438,408,492,346,443,Mixture,1171_Mixture
5220,589,543,414,399,381,470,332,423,Mixture,589_Mixture
5221,1308,539,421,378,355,388,260,377,Mixture,1308_Mixture
5222,987,796,531,496,479,674,713,511,NoGas,987_NoGas
5223,596,791,528,501,488,683,746,512,Perfume,596_Perfume
5224,36,543,407,378,343,416,260,346,Mixture,36_Mixture
5225,1411,802,532,498,490,650,744,535,NoGas,1411_NoGas
5226,1531,606,434,411,377,427,280,402,Mixture,1531_Mixture
5227,1558,796,529,507,483,597,756,565,NoGas,1558_NoGas
5228,694,783,529,472,451,661,669,480,NoGas,694_NoGas
5229,556,636,412,414,399,612,406,433,Mixture,556_Mixture
5230,579,629,418,419,385,477,346,419,Mixture,579_Mixture
5231,14,694,413,448,412,584,373,398,Mixture,14_Mixture
5232,1187,765,529,425,422,550,634,484,NoGas,1187_NoGas
5233,999,621,415,424,403,515,345,430,Mixture,999_Mixture
5234,607,595,397,409,375,551,362,420,Mixture,607_Mixture
5235,206,704,356,399,396,570,572,294,Smoke,206_Smoke
5236,662,556,346,322,365,578,560,283,Smoke,662_Smoke
5237,684,701,528,376,371,565,526,433,Perfume,684_Perfume
5238,1402,793,532,476,465,637,687,506,NoGas,1402_NoGas
5239,611,728,529,393,391,587,577,447,Perfume,611_Perfume
5240,952,563,367,308,348,566,558,292,Smoke,952_Smoke
5241,1005,747,533,391,388,522,548,464,Perfume,1005_Perfume
5242,905,661,419,464,436,554,502,453,Mixture,905_Mixture
5243,482,555,350,334,368,576,559,284,Smoke,482_Smoke
5244,861,744,530,395,389,538,561,461,Perfume,861_Perfume
5245,1207,775,405,404,399,593,657,357,Smoke,1207_Smoke
5246,352,769,528,448,457,652,698,466,NoGas,352_NoGas
5247,1128,708,381,357,375,584,614,330,Smoke,1128_Smoke
5248,746,741,528,400,404,562,587,438,NoGas,746_NoGas
5249,1498,776,530,434,430,559,645,508,NoGas,1498_NoGas
5250,338,589,346,358,386,572,566,280,Smoke,338_Smoke
5251,1175,597,440,419,391,456,324,433,Mixture,1175_Mixture
5252,1299,749,532,393,391,526,559,467,NoGas,1299_NoGas
5253,764,526,411,375,348,422,278,391,Mixture,764_Mixture
5254,1144,750,531,395,386,527,551,503,Perfume,1144_Perfume
5255,1041,696,372,375,378,582,632,327,Smoke,1041_Smoke
5256,1401,792,533,470,461,621,671,498,NoGas,1401_NoGas
5257,190,738,525,451,456,675,725,485,NoGas,190_NoGas
5258,1295,751,533,398,396,530,569,470,NoGas,1295_NoGas
5259,411,774,529,439,411,619,586,445,NoGas,411_NoGas
5260,1009,775,531,435,432,579,662,484,NoGas,1009_NoGas
5261,1009,744,532,388,385,521,542,463,Perfume,1009_Perfume
5262,143,683,415,444,409,528,351,407,Mixture,143_Mixture
5263,835,744,529,392,389,549,555,456,Perfume,835_Perfume
5264,398,798,529,498,497,684,747,510,Perfume,398_Perfume
5265,1579,653,429,450,399,470,312,428,Mixture,1579_Mixture
5266,758,798,531,504,499,691,754,517,Perfume,758_Perfume
5267,1042,678,445,461,416,500,360,439,Mixture,1042_Mixture
5268,435,634,417,414,385,476,298,399,Mixture,435_Mixture
5269,1251,726,534,373,361,477,459,480,Perfume,1251_Perfume
5270,392,553,350,334,372,562,548,277,Smoke,392_Smoke
5271,219,615,360,356,378,566,565,287,Smoke,219_Smoke
5272,715,566,356,365,380,573,562,287,Smoke,715_Smoke
5273,356,603,350,355,385,568,572,286,Smoke,356_Smoke
5274,76,697,414,444,409,547,351,401,Mixture,76_Mixture
5275,713,785,528,489,484,676,735,496,Perfume,713_Perfume
5276,544,607,347,343,375,574,568,299,Smoke,544_Smoke
5277,894,786,531,462,444,596,633,483,NoGas,894_NoGas
5278,473,568,352,340,373,576,561,285,Smoke,473_Smoke
5279,1192,524,429,373,352,392,269,396,Mixture,1192_Mixture
5280,1523,620,439,425,390,444,293,412,Mixture,1523_Mixture
5281,1262,717,406,356,363,589,615,333,Smoke,1262_Smoke
5282,1552,578,428,400,367,413,268,391,Mixture,1552_Mixture
5283,1089,603,382,308,348,586,580,307,Smoke,1089_Smoke
5284,208,679,358,394,397,570,577,295,Smoke,208_Smoke
5285,448,551,412,388,361,421,278,385,Mixture,448_Mixture
5286,868,648,369,345,370,574,616,326,Smoke,868_Smoke
5287,805,752,529,409,411,571,612,465,NoGas,805_NoGas
5288,627,620,355,381,392,567,575,285,Smoke,627_Smoke
5289,108,661,525,417,413,642,625,441,NoGas,108_NoGas
5290,1173,627,442,432,402,471,334,436,Mixture,1173_Mixture
5291,1172,791,528,471,459,592,695,507,NoGas,1172_NoGas
5292,1076,808,532,519,513,690,759,545,Perfume,1076_Perfume
5293,1459,691,421,309,342,602,607,345,Smoke,1459_Smoke
5294,975,541,406,367,341,390,258,378,Mixture,975_Mixture
5295,687,580,436,411,386,538,413,441,Mixture,687_Mixture
5296,282,561,408,392,365,447,286,389,Mixture,282_Mixture
5297,464,589,352,355,383,575,567,287,Smoke,464_Smoke
5298,670,550,340,320,364,572,552,280,Smoke,670_Smoke
5299,702,530,348,316,361,568,541,277,Smoke,702_Smoke
5300,615,662,418,461,422,593,509,450,Mixture,615_Mixture
5301,1556,793,526,513,496,692,753,518,Perfume,1556_Perfume
5302,567,761,530,439,451,635,710,485,NoGas,567_NoGas
5303,615,731,528,395,395,591,587,451,NoGas,615_NoGas
5304,1162,594,444,416,396,469,341,440,Mixture,1162_Mixture
5305,256,758,526,481,475,687,750,509,Perfume,256_Perfume
5306,691,783,529,454,439,640,627,470,NoGas,691_NoGas
5307,553,785,529,483,495,689,767,526,NoGas,553_NoGas
5308,529,552,429,391,363,419,288,398,Mixture,529_Mixture
5309,937,797,532,493,478,663,720,509,Perfume,937_Perfume
5310,210,662,522,406,392,640,589,439,Perfume,210_Perfume
5311,601,738,530,406,408,597,613,457,NoGas,601_NoGas
5312,131,653,525,410,398,636,585,432,NoGas,131_NoGas
5313,1282,557,435,384,361,401,284,396,Mixture,1282_Mixture
5314,1360,725,527,372,357,475,445,480,Perfume,1360_Perfume
5315,843,559,418,374,347,390,264,389,Mixture,843_Mixture
5316,184,770,521,498,484,695,764,531,Perfume,184_Perfume
5317,1037,752,533,401,399,541,577,462,NoGas,1037_NoGas
5318,1277,763,533,410,410,542,617,481,NoGas,1277_NoGas
5319,69,568,347,368,395,574,575,294,Smoke,69_Smoke
5320,860,766,531,421,427,581,642,476,NoGas,860_NoGas
5321,1419,696,451,480,439,552,437,464,Mixture,1419_Mixture
5322,1283,761,402,380,380,586,644,370,Smoke,1283_Smoke
5323,156,644,527,404,389,636,561,427,Perfume,156_Perfume
5324,1331,674,394,313,343,586,618,335,Smoke,1331_Smoke
5325,1331,800,535,496,471,645,711,512,NoGas,1331_NoGas
5326,1478,775,525,501,492,693,761,525,Perfume,1478_Perfume
5327,1430,766,418,369,374,596,649,355,Smoke,1430_Smoke
5328,1490,751,418,355,361,601,623,348,Smoke,1490_Smoke
5329,1141,657,386,320,354,584,597,321,Smoke,1141_Smoke
5330,1501,773,529,428,423,552,634,506,NoGas,1501_NoGas
5331,2,805,516,487,436,668,591,463,Perfume,2_Perfume
5332,690,698,528,374,369,564,521,431,Perfume,690_Perfume
5333,657,778,532,464,472,653,727,496,Perfume,657_Perfume
5334,290,538,401,377,348,428,262,378,Mixture,290_Mixture
5335,1341,504,408,354,334,363,241,357,Mixture,1341_Mixture
5336,1193,751,407,387,389,596,613,337,Smoke,1193_Smoke
5337,1462,756,529,402,396,527,572,481,NoGas,1462_NoGas
5338,218,619,357,358,377,565,566,286,Smoke,218_Smoke
5339,92,677,525,427,429,658,673,459,NoGas,92_NoGas
5340,665,712,526,384,381,570,548,439,Perfume,665_Perfume
5341,874,737,530,388,384,533,541,456,Perfume,874_Perfume
5342,1240,592,401,369,350,402,266,387,Mixture,1240_Mixture
5343,387,557,350,335,373,568,555,280,Smoke,387_Smoke
5344,982,738,528,385,375,507,517,455,Perfume,982_Perfume
5345,1352,774,532,428,423,554,640,493,NoGas,1352_NoGas
5346,628,724,529,390,384,583,556,443,Perfume,628_Perfume
5347,756,597,349,318,358,576,567,291,Smoke,756_Smoke
5348,1050,732,373,360,373,582,623,321,Smoke,1050_Smoke
5349,1136,670,376,328,357,583,601,323,Smoke,1136_Smoke
5350,1168,786,535,482,470,608,707,511,NoGas,1168_NoGas
5351,1150,791,536,464,448,634,697,503,NoGas,1150_NoGas
5352,277,572,340,341,376,572,561,283,Smoke,277_Smoke
5353,336,735,528,413,408,629,611,444,NoGas,336_NoGas
5354,879,510,410,360,334,368,251,375,Mixture,879_Mixture
5355,980,583,408,380,353,415,267,384,Mixture,980_Mixture
5356,844,780,531,446,451,617,698,494,NoGas,844_NoGas
5357,964,532,407,365,341,387,259,380,Mixture,964_Mixture
5358,1093,770,535,426,424,564,644,480,NoGas,1093_NoGas
5359,824,555,433,398,370,401,306,419,Mixture,824_Mixture
5360,98,522,359,372,398,574,564,294,Smoke,98_Smoke
5361,20,817,520,543,493,703,769,526,Perfume,20_Perfume
5362,1200,726,523,373,359,492,473,479,Perfume,1200_Perfume
5363,590,538,413,394,375,456,324,417,Mixture,590_Mixture
5364,1402,757,522,494,469,678,739,511,Perfume,1402_Perfume
5365,1181,560,437,399,374,418,299,418,Mixture,1181_Mixture
5366,784,571,345,314,355,576,558,287,Smoke,784_Smoke
5367,308,741,529,426,427,649,669,462,NoGas,308_NoGas
5368,991,793,529,479,462,659,701,498,NoGas,991_NoGas
